datetime,open,high,low,last,evol,macd,signal,histogram
2025-09-03 15:40:00,16.13,16.14,16.13,16.1399,802,-0.00382832911243014,-0.0020825089063367976,-0.0017458202060933424
2025-09-03 15:35:00,16.11,16.15,16.11,16.135,580,-0.0043313013240542375,-0.0025364542971037444,-0.001794847026950493
2025-09-03 15:30:00,16.13,16.146,16.11,16.11,1223,-0.00634600574711186,-0.00330402828345894,-0.0030419774636529203
2025-09-03 15:25:00,16.146,16.146,16.13,16.13,200,-0.006474512027242696,-0.003941890305004745,-0.0025326217222379505
2025-09-03 15:20:00,16.14,16.146,16.1316,16.146,2101,-0.005397949473255892,-0.00423448387271222,-0.001163465600543672
2025-09-03 15:15:00,16.125,16.14,16.1235,16.14,330,-0.004914338766177195,-0.004370970483241153,-0.0005433682829360425
2025-09-03 15:10:00,16.125,16.1398,16.125,16.1392,2500,-0.004536453349007985,-0.0044041673878823994,-0.00013228596112558558
2025-09-03 15:05:00,16.125,16.125,16.125,16.125,100,-0.005195543602308561,-0.004562826244343805,-0.0006327173579647564
2025-09-03 15:00:00,16.13,16.13,16.125,16.125,222,-0.005648899863857082,-0.004780461936899259,-0.0008684379269578227
2025-09-03 14:55:00,16.15,16.15,16.13,16.13,140,-0.005576497527840729,-0.004939915797986376,-0.000636581729854353
2025-09-03 14:50:00,16.11,16.15,16.11,16.15,390,-0.00400265232222452,-0.00475223076001072,0.0007495784377861995
2025-09-03 14:45:00,16.12,16.12,16.11,16.11,1023,-0.005652547299007438,-0.0049324725706533816,-0.0007200747283540561
2025-09-03 14:35:00,16.112,16.12,16.112,16.12,638,-0.006140191130651118,-0.005174207805037281,-0.0009659833256138372
2025-09-03 14:30:00,16.112,16.112,16.112,16.112,41,-0.007042817919199251,-0.00554816685257521,-0.001494651066624041
2025-09-03 14:25:00,16.112,16.112,16.112,16.112,15,-0.007667274156997195,-0.005972203325495373,-0.0016950708315018213
2025-09-03 14:20:00,16.12,16.12,16.112,16.112,300,-0.008067260727894876,-0.006391384846201299,-0.001675875881693577
2025-09-03 14:15:00,16.11,16.13,16.11,16.12,5597,-0.007685649665749139,-0.006650321839969573,-0.0010353278257795662
2025-09-03 14:05:00,16.11,16.11,16.11,16.11,37,-0.008053987546585262,-0.0069311278827093896,-0.0011228596638758722
2025-09-03 13:55:00,16.11,16.11,16.101,16.11,337,-0.008249634041220588,-0.007194883894392066,-0.0010547501468285226
2025-09-03 13:50:00,16.12,16.12,16.12,16.12,5,-0.0075467397053365914,-0.007265266750938888,-0.0002814729543977037
2025-09-03 13:40:00,16.1158,16.12,16.115,16.12,2100,-0.006909949602082577,-0.007194193873961843,0.00028424427187926597
2025-09-03 13:30:00,16.115,16.115,16.115,16.115,14,-0.006715390670830601,-0.007098423049234683,0.00038303237840408167
2025-09-03 13:25:00,16.11,16.115,16.11,16.115,1016,-0.0064860782629061475,-0.006975943672575929,0.0004898654096697815
2025-09-03 13:20:00,16.12,16.12,16.11,16.11,1121,-0.006617607009026472,-0.006904271462108154,0.00028666445308168226
2025-09-03 13:15:00,16.115,16.12,16.115,16.12,160,-0.0058720168278689755,-0.006697809294390699,0.0008257924665217237
2025-09-03 13:10:00,16.115,16.115,16.115,16.115,1,-0.005608251757148963,-0.006479888295144154,0.0008716365379951912
2025-09-03 13:05:00,16.115,16.115,16.115,16.115,3,-0.005337507415099196,-0.006251404157624955,0.0009138967425257587
2025-09-03 13:00:00,16.13,16.13,16.1126,16.115,2253,-0.005064406995067827,-0.00601399810719873,0.0009495911121309032
2025-09-03 12:55:00,16.1105,16.13,16.1105,16.12,1731,-0.004402926984493405,-0.005691776696880096,0.0012888497123866912
2025-09-03 12:50:00,16.1299,16.1299,16.1,16.1105,2112,-0.004576169078163161,-0.005468651192444693,0.0008924821142815313
2025-09-03 12:45:00,16.1165,16.1299,16.115,16.1299,1298,-0.0031425625547392144,-0.005003426824999546,0.0018608642702603317
2025-09-03 12:40:00,16.115,16.1165,16.115,16.1165,2090,-0.0030331518532875634,-0.004609367331293125,0.001576215478005562
2025-09-03 12:35:00,16.103,16.13,16.103,16.115,662,-0.0030304222587922425,-0.004293575432228089,0.0012631531734358468
2025-09-03 12:30:00,16.115,16.115,16.1003,16.1003,2053,-0.004147887358449509,-0.004264437604547458,0.0001165502460979493
2025-09-03 12:25:00,16.115,16.115,16.115,16.115,7,-0.0038202299948650875,-0.00417559556323983,0.0003553655683747421
2025-09-03 12:20:00,16.11,16.115,16.1,16.115,2580,-0.003519941446679553,-0.004044464126651584,0.0005245226799720313
2025-09-03 12:15:00,16.115,16.13,16.11,16.11,3180,-0.0036384059746197295,-0.003963252192395294,0.00032484621777556424
2025-09-03 12:10:00,16.1299,16.1299,16.115,16.115,1130,-0.0032954128149889073,-0.003829683917123419,0.0005342711021345116
2025-09-03 12:05:00,16.1,16.1199,16.1,16.106,1101,-0.0036993746365716618,-0.00380362199860717,0.00010424736203550836
2025-09-03 12:00:00,16.11,16.12,16.1,16.1,3254,-0.0044474875472459985,-0.003932395355015679,-0.0005150921922303193
2025-09-03 11:55:00,16.102,16.102,16.102,16.102,5,-0.0048247001524046595,-0.004110856587984519,-0.0007138435644201404
2025-09-03 11:50:00,16.113,16.113,16.102,16.102,1679,-0.005065143968632668,-0.004301714298105021,-0.0007634296705276477
2025-09-03 11:40:00,16.1032,16.11,16.1,16.11,567,-0.004562554140793651,-0.004353882317808991,-0.00020867182298466014
2025-09-03 11:35:00,16.085,16.11,16.085,16.1032,861,-0.00465526976215358,-0.004414159853973937,-0.00024110990817964324
2025-09-03 11:30:00,16.095,16.095,16.085,16.085,800,-0.006116852071205159,-0.00475469851117976,-0.001362153560025399
2025-09-03 11:25:00,16.092,16.0999,16.092,16.095,1011,-0.006399351852049762,-0.005083629344532345,-0.001315722507517417
2025-09-03 11:20:00,16.095,16.1,16.09,16.1,2222,-0.006151117588863997,-0.005297127079168083,-0.0008539905096959137
2025-09-03 11:15:00,16.105,16.105,16.095,16.095,1394,-0.006283212103131319,-0.005494344147343852,-0.0007888679557874669
2025-09-03 11:10:00,16.11,16.11,16.105,16.105,1113,-0.005521272066566496,-0.00549972973257307,-2.154233399342606e-05
2025-09-03 11:05:00,16.1008,16.1008,16.1008,16.1008,19,-0.005194885146128314,-0.005438760802743537,0.0002438756566152233
2025-09-03 11:00:00,16.0901,16.11,16.0901,16.1008,4520,-0.0048799420804499505,-0.005326997039894042,0.00044705495944409156
2025-09-03 10:55:00,16.094,16.0999,16.094,16.0999,2085,-0.0046490700196564205,-0.005191411617998003,0.0005423415983415829
2025-09-03 10:50:00,16.0999,16.0999,16.094,16.094,480,-0.004884124173589299,-0.005129954122644032,0.00024582994905473273
2025-09-03 10:45:00,16.0948,16.0999,16.09,16.0999,484,-0.004543518226771681,-0.0050126669335881354,0.0004691487068164543
2025-09-03 10:40:00,16.11,16.11,16.0948,16.0948,3399,-0.004630435212334305,-0.004936220584184896,0.0003057853718505905
2025-09-03 10:35:00,16.11,16.11,16.11,16.11,6,-0.003436709004756011,-0.004636318252128417,0.0011996092473724055
2025-09-03 10:30:00,16.0962,16.11,16.095,16.11,294,-0.002462304983811947,-0.0042015155797095124,0.0017392105958975654
2025-09-03 10:25:00,16.09,16.1099,16.09,16.0962,408,-0.0027689608789600584,-0.003915004629672493,0.0011460437507124343
2025-09-03 10:20:00,16.11,16.11,16.084,16.09,4103,-0.003471095375235933,-0.0038262227763341816,0.0003551274010982486
2025-09-03 10:15:00,16.09,16.11,16.08,16.11,4677,-0.00238956568029991,-0.003538891350781444,0.001149325670481534
2025-09-03 10:10:00,16.09,16.09,16.09,16.09,6,-0.003107295903355123,-0.0034525722597710533,0.00034527635641593045
2025-09-03 10:05:00,16.0801,16.11,16.0801,16.09,1911,-0.003634185421006464,-0.003488894892531547,-0.00014529052847491678
2025-09-03 10:00:00,16.07,16.08,16.07,16.08,2493,-0.004801929365708446,-0.003751501790136439,-0.0010504275755720072
2025-09-03 09:55:00,16.102,16.105,16.07,16.07,2250,-0.00645854720762884,-0.004292910878532645,-0.002165636329096195
2025-09-03 09:50:00,16.102,16.102,16.102,16.102,2,-0.005133810463476607,-0.004461090796738555,-0.0006727196667380515
2025-09-03 09:45:00,16.102,16.113,16.102,16.102,2992,-0.004037411891452791,-0.004376355015190816,0.00033894312373802457
2025-09-03 09:40:00,16.11,16.11,16.095,16.102,978,-0.0031324044929128547,-0.004127564909582907,0.000995160416670052
2025-09-03 09:35:00,16.125,16.125,16.11,16.11,849,-0.0017502165275651294,-0.0036520952314175715,0.0019018787038524421
2025-09-03 09:30:00,16.1,16.13,16.1,16.125,3309,0.0005479368633061199,-0.0028120888099828216,0.0033600256732889415
2025-09-02 16:10:00,16.1,16.1,16.1,16.1,2,0.0003498775036732127,-0.002179695545751944,0.0025295730494251565
2025-09-02 16:00:00,16.105,16.105,16.1,16.1,58,0.00019071684517868448,-0.0017056130666664186,0.001896329911845103
2025-09-02 15:55:00,16.0883,16.105,16.0883,16.105,401,0.00046236970713664505,-0.001272016511247732,0.001734386218384377
2025-09-02 15:50:00,16.11,16.11,16.0883,16.0883,3045,-0.0006612213960401903,-0.001149857488057902,0.0004886360920177118
2025-09-02 15:45:00,16.1085,16.11,16.1,16.1,793,-0.0006013254023109482,-0.0010401510708019496,0.0004388256684910014
2025-09-02 15:40:00,16.1,16.1,16.08,16.08,295,-0.0021419178671600037,-0.0012605044302447896,-0.000881413436915214
2025-09-02 15:35:00,16.094,16.1035,16.094,16.1,5833,-0.00173006141513099,-0.00135441582728041,-0.00037564558785058003
2025-09-02 15:30:00,16.1,16.1,16.08,16.08,143,-0.002982191748031937,-0.0016799710115926215,-0.0013022207364393155
2025-09-02 15:25:00,16.1006,16.1006,16.0942,16.1,5064,-0.002334617688184437,-0.001810900346963076,-0.0005237173412213612
2025-09-02 15:20:00,16.1,16.1033,16.1,16.1033,726,-0.001537536676934792,-0.0017562276129400177,0.0002186909360052257
2025-09-02 15:15:00,16.08,16.1,16.08,16.1,445,-0.0011586514648591617,-0.0016367123832934146,0.0004780609184342529
2025-09-02 15:10:00,16.08,16.08,16.08,16.08,311,-0.002443368786934741,-0.0017980436640545434,-0.0006453251228801975
